,sen,sendel,oricat,verbs,storyid,sentencenum
9863,Anna needed a side dish for her dinner.,Anna <VERB> a side dish for her dinner . ,neg,need ,05e40e41-9b73-49d1-93e9-f3adc1b6521d,1
9864,He wanted to find work in the energy sector.,He wanted to <VERB> work in the energy sector . ,equal,find ,55b7e8d8-1bcf-4df7-b4b8-fb10148a2cd6,2
9865,She was proud of herself for going alone without being afraid.,She was proud of herself for <VERB> alone without being afraid . ,equal,go ,2a37c1db-2ab4-491d-9915-95910d32af88,5
9866,His wife got very upset at him.,His wife <VERB> very upset at him . ,pos,get ,80f7fe05-e9cf-4379-8b3d-dcf74b097944,3
9867,When I came home he had cooked dinner.,When I <VERB> home he had cooked dinner . ,pos,come ,a709ac60-c314-4e8b-a8fd-120eb5c26630,2
9868,Barry felt a strange substance.,Barry <VERB> a strange substance . ,equal,feel ,854c99dd-f904-447b-92b9-ec27b59325a6,3
9869,Suddenly he feels a sharp pain.,Suddenly he <VERB> a sharp pain . ,equal,feel ,ca2eb298-b56f-4e37-b5d9-82007642b14f,2
9870,He had no choice but to demote Daniel and remove his privileges.,He had no choice but to demote Daniel and <VERB> his privileges . ,pos,remove ,d784f6e9-d27f-4932-99ef-e6e5fb1b7b7e,5
9871,Ted lived in a refugee camp.,Ted <VERB> in a refugee camp . ,equal,live ,9ecaf52e-bdbb-43c9-b8e2-904e516edfba,1
9872,I went to a party the other night.,I <VERB> to a party the other night . ,equal,go ,b58b818f-eae0-4272-a428-ffca671bb63e,1
9873,Once I saw a bin was not in use.,Once I <VERB> a bin was not in use . ,neg,see ,45e1a75e-1532-4208-ade9-0742588d379e,2
9874,Joe lost his grip on the leash.,Joe <VERB> his grip on the leash . ,equal,lose ,9374b46a-526c-472f-ba04-6cd9175fe4b4,3
9875,Lucy wore that on purpose.,Lucy <VERB> that on purpose . ,pos,wear ,61b74725-2ab0-4180-b99e-acc28c9dda2c,5
9876,Gloria lived with her adopted father and his girlfriend.,Gloria lived with her <VERB> father and his girlfriend . ,pos,adopt ,38eef794-620d-40cf-83dd-206415037a2a,1
9877,His car was never found.,His car was never <VERB> . ,equal,find ,9c75143b-9189-43cb-aa55-60c5d333dfde,4
9878,The bank denied him.,The bank <VERB> him . ,pos,deny ,0060d700-9f6b-4b5f-850d-148ff0375a46,4
9879,Dan heard that his neighbor had just become a widow.,Dan heard that his neighbor had just <VERB> a widow . ,pos,become ,1643b638-85eb-4d4a-826a-b7ad63292815,1
9880,"Yet when she got into the backyard, she saw it was very hot.","Yet when she <VERB> into the backyard , she saw it was very hot . ",pos,get ,79c53752-bd7b-4ac6-a2fe-9661d0e6032e,2
9881,"The two married, and Ruth kept her secret.","The two married , and Ruth <VERB> her secret . ",neg,keep ,dee3ffae-63e0-444d-9a34-5bfd0d52b5c9,4
9882,Carla had skipped her lunch.,Carla had <VERB> her lunch . ,neg,skip ,f2f5ca18-f808-49da-8435-dd48829bfd7d,1
9883,"Every day, she went online to check the status of her applications.","Every day , she went online to <VERB> the status of her applications . ",equal,check ,4baa1232-2ea7-480a-84bb-290ff0b0d93e,2
9884,"Bill lives in a bad neighborhood, with a lot of crime.","Bill <VERB> in a bad neighborhood , with a lot of crime . ",equal,live ,fec323be-3145-4a04-be20-f4838ecb16e3,1
9885,She noticed that I was mad.,She <VERB> that I was mad . ,equal,notice ,bdffd50e-b583-49db-b207-4ef8cdb1447d,4
9886,Her blog attracted millions of readers.,Her blog <VERB> millions of readers . ,equal,attract ,fab65eb6-ad58-45a1-b018-6e93b249a0ea,2
9887,She fought with Susie.,She <VERB> with Susie . ,pos,fight ,0862d18f-896e-4b5c-b091-7be6a960582d,2
9888,Her colleague laughed at her.,Her colleague <VERB> at her . ,pos,laugh ,7d19b1b7-a2b5-45be-9f3d-ea2ee5221175,4
9889,Dave read about the health benefits of sourdough bread.,Dave <VERB> about the health benefits of sourdough bread . ,equal,read ,afd0da6a-fd77-4266-b272-4066dff9caf4,1
9890,"Then, she put it on the table to display it.","Then , she put it on the table to <VERB> it . ",equal,display ,e7cbf40a-d3c7-496c-ada7-eadf9241efce,5
9891,It looked like all of their toys were on the floor.,It <VERB> like all of their toys were on the floor . ,equal,look ,4453fa6a-bf1d-45dc-bec1-da46c5a98459,3
9892,I had forgot about the pot for so long the water boiled off.,I had forgot about the pot for so long the water <VERB> off . ,pos,boil ,98cd6dc1-f4c3-44d6-9849-3ee64ee4a081,2
9893,The only way to see the factory is to have a ticket.,The only way to <VERB> the factory is to have a ticket . ,neg,see ,e885a924-d892-4cba-9de5-d1fd3d16186a,4
9894,Carter asked his mother if she knew where it was.,Carter <VERB> his mother if she knew where it was . ,pos,ask ,8f0edfda-dfa3-4565-9d03-82952c858204,4
9895,Cari decided not to kayak when the whales were around.,Cari <VERB> not to kayak when the whales were around . ,pos,decide ,98f60489-d81d-49ed-a340-c1e4dd61f04d,5
9896,Danny was making breakfast for his wife.,Danny was <VERB> breakfast for his wife . ,pos,make ,ae825b29-15bc-429e-9560-b0c8991c7894,1
9897,I found out that it was my meal prep package.,I <VERB> out that it was my meal prep package . ,equal,find ,5a7830d1-b23e-46ec-bd74-b42d6d53044a,2
9898,Suddenly she realized that she was about to be late for her test.,Suddenly she <VERB> that she was about to be late for her test . ,neg,realize ,548dbdd2-6981-46b1-8da8-b600265efa1b,3
9899,He had a son that he wanted to keep.,He had a son that he wanted to <VERB> . ,neg,keep ,732f99b4-1344-4aff-8cac-79a5f2b7ef9a,2
9900,Mary went to the local shelter.,Mary <VERB> to the local shelter . ,equal,go ,8836afb2-5168-445d-a37b-4c30afdb20ac,4
9901,John was turning 25 today.,John was <VERB> 25 today . ,pos,turn ,de6bd551-a9ec-400b-89b2-fa20e07494b0,1
9902,He brought all of his friends to the dock to see it.,He <VERB> all of his friends to the dock to see it . ,pos,bring ,7a0d1b5a-85dc-4760-a5ef-45f3b18bdcee,2
9903,John wants to be an actor real bad.,John <VERB> to be an actor real bad . ,neg,want ,395fcd64-4d44-4071-819d-139ac6090cff,1
9904,The teacher was preparing a difficult midterm for his students.,The teacher was <VERB> a difficult midterm for his students . ,pos,prepare ,2c7562f2-c871-43ed-bf6e-bc43147e64ac,1
9905,"Although his apartment is small, everyone feels very comfortable.","Although his apartment is small , everyone <VERB> very comfortable . ",equal,feel ,8ba9c0fa-1bcf-4039-a0fd-d48fbae328c3,3
9906,They had a secret code you needed to enter it.,They had a secret code you needed to <VERB> it . ,pos,enter ,924b0c5c-ec4f-45c8-8efc-a9c97d28bd78,2
9907,I was very excited and reeled the fish in.,I was very excited and <VERB> the fish in . ,neg,reel ,d3e2f39b-99c6-46c9-9107-96f93c40017d,4
9908,He went to a homeless shelter.,He <VERB> to a homeless shelter . ,equal,go ,ef8ae30d-d966-4953-b3be-852822b314fe,2
9909,I wished I had listened to my doctor's advice.,I wished I had <VERB> to my doctor 's advice . ,pos,listen ,b9bb5e6a-6f99-49b0-a614-6a1d0cb85b36,5
9910,Johnny needed a new shirt.,Johnny <VERB> a new shirt . ,neg,need ,f863e6af-c01e-4b9a-abf7-1078469decfa,1
9911,"However, he saw beauty in well organized code.","However , he saw beauty in well <VERB> code . ",pos,organize ,909132ba-4cd4-4c05-810d-26ec896f50c4,3
9912,We decided to go rock climbing.,We <VERB> to go rock climbing . ,pos,decide ,1ae69520-635f-49ec-8346-b8de6dbbf26f,2
9913,"When he woke up he missed the test,","When he woke up he <VERB> the test , ",neg,miss ,1e55e526-4ed8-49e0-a67f-b74f543478af,5
9914,He happily noticed people looked at him more after dying his hair.,He happily noticed people <VERB> at him more after dying his hair . ,equal,look ,802adcd0-30ae-4344-a4df-10f3f5ee9046,5
9915,Her son went out of town to visit his grandparents for the summer.,Her son <VERB> out of town to visit his grandparents for the summer . ,equal,go ,bdbcf4f5-5576-40dc-bfe1-888c5367ec46,3
9916,I saw a branch on the ground next to me.,I <VERB> a branch on the ground next to me . ,neg,see ,610a3ade-36dd-4686-9117-6779b498b2bf,4
9917,They found a nice Japanese restaurant and ordered a variety plate.,They <VERB> a nice Japanese restaurant and ordered a variety plate . ,equal,find ,7e4ca95d-8927-4ac0-b392-321f2f085bcb,3
9918,We were disgusted with the content.,We were <VERB> with the content . ,neg,disgust ,94539431-fc32-486b-97cf-538657531d15,4
9919,He had crammed all night and it was now 7 AM.,He had <VERB> all night and it was now 7 AM . ,pos,cram ,2cf2670c-6b29-4c28-b6b3-cd3380e47c73,3
9920,He looked behind a tree and around a big box.,He <VERB> behind a tree and around a big box . ,equal,look ,53bd8b72-8eda-4086-81ca-9cad8e55b4d0,3
9921,Haley knows she has an audition tomorrow.,Haley <VERB> she has an audition tomorrow . ,neg,know ,43baf79d-74ce-4c85-b9d1-93dff324cf7e,2
9922,Jon lived in a quaint town in Holland.,Jon <VERB> in a quaint town in Holland . ,equal,live ,35f36f4d-f4ac-4eca-8439-35e42bcd9a35,1
9923,He called for his friends to help him.,He <VERB> for his friends to help him . ,pos,call ,ab0168e6-f892-4fe5-8313-a4692c2c580c,5
9924,Tim was going on a date.,Tim was <VERB> on a date . ,equal,go ,4e3c6f82-7a52-41e5-bee6-ecbcb0242f17,1
9925,"THey couldn't keep it in stock, it was so popular!","THey could n't <VERB> it in stock , it was so popular ! ",neg,keep ,b10d78ab-c16d-4b5b-ba8f-de9ea5a16a31,5
9926,The surgery went great and Mick was happy about his ice cream diet.,The surgery <VERB> great and Mick was happy about his ice cream diet . ,equal,go ,3fa2a380-5f76-4c14-bc31-c801be67fc62,5
9927,She had neglected all of her responsibilities.,She had <VERB> all of her responsibilities . ,equal,neglect ,ed5b5604-9b2c-4279-93df-5cf933920dc6,4
9928,The football team was losing by seven points in the fourth quarter.,The football team was <VERB> by seven points in the fourth quarter . ,equal,lose ,0b1de5d1-f167-4a91-a31d-9af6b07c9199,1
9929,Jordon now encourages others to do well in school.,Jordon now encourages others to <VERB> well in school . ,pos,do ,75a0916d-5221-4e71-ba52-209f58e2cf73,5
9930,Tom felt a bit embarrassed by it.,Tom <VERB> a bit embarrassed by it . ,equal,feel ,2472fbee-752d-48c6-b799-eb6cfc2dbc14,3
9931,His friends all decide to get out of the pool.,His friends all <VERB> to get out of the pool . ,pos,decide ,fd8d482e-694f-474f-9728-66186e4a4551,3
9932,Ana was making a volcano for her science fair project.,Ana was <VERB> a volcano for her science fair project . ,pos,make ,a54b313a-0fea-437a-a454-4cbc61b0da7e,1
9933,They both had kids who were playing.,They both had kids who were <VERB> . ,pos,play ,8c296628-4add-4223-89c1-57976ef8f8bc,2
9934,Matt wanted to buy a game but needed money.,Matt wanted to buy a game but <VERB> money . ,neg,need ,42d73a89-2d92-482b-8d0e-cfb027d31746,1
9935,Now she always holds the sanitizer bottle far away from her face.,Now she always <VERB> the sanitizer bottle far away from her face . ,pos,hold ,03033e09-3091-4af6-8850-c0b8722e3309,5
9936,It remained frozen in the freezer.,It <VERB> frozen in the freezer . ,neg,remain ,cbb39c6e-1b5a-4208-84ab-c3f36d2a8017,5
9937,"One day when he was gardening, Webb saw one.","One day when he was gardening , Webb <VERB> one . ",neg,see ,8c3b42ab-f0a7-40b1-bfc6-66750609358e,2
9938,She realized she was lactose intolerant.,She <VERB> she was lactose intolerant . ,neg,realize ,ca8a91b6-fbc2-4ca5-99cf-0d7654143a7d,3
9939,He found a teaching position in China.,He <VERB> a teaching position in China . ,equal,find ,06951b9e-f7c7-4410-a104-c5bd7ac12578,3
9940,Joey was wearing his lucky socks.,Joey was <VERB> his lucky socks . ,pos,wear ,52c28666-f297-4b55-b1db-09732fe2fa73,1
9941,"Andy was going for a dunk, when he sprained his arm on the net.","Andy was <VERB> for a dunk , when he sprained his arm on the net . ",equal,go ,26b27fb3-c5e8-4d26-b0e9-aaff554875ad,2
9942,Marie was proud at the end when she got a standing ovation.,Marie was proud at the end when she <VERB> a standing ovation . ,pos,get ,953aef04-64f7-4696-b149-be0c0ccbdb0d,5
9943,Tom called the bar to see if he left it there.,Tom <VERB> the bar to see if he left it there . ,pos,call ,bc3ea88f-fad5-42a4-ae29-21fa8fc169cb,3
9944,Only two ever were able to realize their dream.,Only two ever were able to <VERB> their dream . ,neg,realize ,45a9c67b-7091-4097-a2ab-36da150aa27e,5
9945,Mike was working at an ice cream shop.,Mike was <VERB> at an ice cream shop . ,pos,work ,ac2246bf-da61-4772-8094-309e76cf575a,1
9946,The papers never arrived.,The papers never <VERB> . ,equal,arrive ,715c6652-acc9-4d00-b0c1-5f699191e6dc,3
9947,The band invited her to a party.,The band <VERB> her to a party . ,equal,invite ,a6eeae08-8a26-4853-8361-f7bf7eca8e9b,4
9948,"She cooked some eggs, made some toast and poured some milk.","She <VERB> some eggs , made some toast and poured some milk . ",pos,cook ,fbca1223-4228-4291-98cd-7397f186c3f7,3
9949,Tim convinced her to watch a movie he liked.,Tim convinced her to watch a movie he <VERB> . ,equal,like ,6539513f-b3b1-40ff-8403-c1a40278028f,3
9950,His aunt gave him a certain set of lego blocks for his birthday.,His aunt <VERB> him a certain set of lego blocks for his birthday . ,pos,give ,e364981f-2f8c-46fd-abbb-92349f95a303,2
9951,I wanted the little blue dress.,I <VERB> the little blue dress . ,neg,want ,0775aa98-a758-40b2-b0f8-8815cebdde36,1
9952,The teacher put on music and the moms and dads sang songs.,The teacher <VERB> on music and the moms and dads sang songs . ,equal,put ,eacef33c-3d77-43ab-9777-0fa9f31ba96b,3
9953,Silas lay in the hospital bed surrounded by his family.,Silas <VERB> in the hospital bed surrounded by his family . ,pos,lie ,5aa7fed1-1ac4-412c-bbf5-4d0208b43022,1
9954,Tom didn't like losing.,Tom did n't <VERB> losing . ,equal,like ,3225ae38-5b85-4dfe-8d1f-48c50fa6bb80,4
9955,"Tim's longtime teacher became sick, and needed money for medical help.","Tim 's longtime teacher <VERB> sick , and needed money for medical help . ",pos,become ,356e041e-e9ad-462b-8c2a-6c43ad0271ac,3
9956,I invited all my family and friends.,I <VERB> all my family and friends . ,equal,invite ,fb942c04-b0f6-4982-b09f-254ece7c5a4e,2
9957,My mom noticed I was missing.,My mom noticed I was <VERB> . ,neg,miss ,f9b70f0f-faae-477d-a6f8-9d9d18d84369,3
9958,At the store he had to go to the large sizes.,At the store he had to <VERB> to the large sizes . ,equal,go ,efed39cc-6c45-43ef-b44b-ec4399dc5f51,4
9959,"At the party he tries many cheeses, including some stinky cheese.","At the party he tries many cheeses , <VERB> some stinky cheese . ",pos,include ,1c84891b-396f-4515-82d7-d37c376a68a9,3
9960,The sky was looking ominous.,The sky was <VERB> ominous . ,equal,look ,7b54b440-91dd-4a82-92b0-671ab8d87597,1
9961,"But he was leaving soon, so it was time for a change.","But he was <VERB> soon , so it was time for a change . ",equal,leave ,b4b42c76-2531-4021-87b7-3b9a672e1284,3
9962,Stephen is afraid to go to school now.,Stephen is afraid to <VERB> to school now . ,equal,go ,accc467f-c86f-4782-b9e9-82a27a1ce041,5
9963,But after awhile she was enjoying the game herself.,But after awhile she was <VERB> the game herself . ,neg,enjoy ,62744c04-0e2b-4720-af67-5995b0aabf13,3
9964,Dylan took a glob of his baby food and chucked it on the floor.,Dylan took a glob of his baby food and <VERB> it on the floor . ,pos,chuck ,55b96efe-3909-4989-8449-529aeea0a6d7,3
9965,A tornado blew through town as the ceremony started.,A tornado <VERB> through town as the ceremony started . ,pos,blow ,79f7467f-af7a-4784-afdc-846d2b1c405d,4
9966,He would watch them all day long.,He would <VERB> them all day long . ,equal,watch ,d4906c49-034e-4028-806c-d0f75097e3d5,2
9967,I had never gone to a military ball before.,I had never <VERB> to a military ball before . ,equal,go ,8f64a863-bf9d-4fb1-aa9d-256fbcbbc8c6,1
9968,Tom went to the zoo with his friends.,Tom <VERB> to the zoo with his friends . ,equal,go ,06160474-824a-479a-b411-458f382a2833,1
9969,She was not amused.,She was not <VERB> . ,pos,amuse ,76b439e2-7fee-49bd-8ac8-e976fc2aa268,4
9970,Amy hated having a dirty car.,Amy <VERB> having a dirty car . ,neg,hat ,c646e898-85d2-4572-b79d-d7eb65e59e5a,1
9971,Ashley and Joy went to see a movie.,Ashley and Joy <VERB> to see a movie . ,equal,go ,6a6605c3-1e27-46bc-9bb8-21f20a565680,1
9972,The jones family went to the lake every summer.,The jones family <VERB> to the lake every summer . ,equal,go ,1ac972de-c238-4aff-a516-9f0a4afc0b23,1
9973,Before he knew it Frank was on summer vacation and very happy.,Before he <VERB> it Frank was on summer vacation and very happy . ,neg,know ,da3463c2-e720-40cd-a172-e904f36024af,5
9974,"Finally, Robert was able to sit on his couch.","Finally , Robert was able to <VERB> on his couch . ",neg,sit ,1165798f-c58c-43c1-93f8-aad3d3923e91,5
9975,Jimmy's Grandma saved his life.,Jimmy 's Grandma <VERB> his life . ,pos,save ,97f3ec2c-e958-4470-a469-23d53ca5f125,5
9976,Mavis kept a collection of dolls in a glass cabinet.,Mavis <VERB> a collection of dolls in a glass cabinet . ,neg,keep ,198dfa3a-2de2-4804-bac1-a9eca796438e,1
9977,He got so good that people from all over came to eat his salads.,He got so good that people from all over <VERB> to eat his salads . ,pos,come ,2ce4826c-f177-4d40-bae0-b92c7e408b3e,5
9978,She then put it in the toaster.,She then <VERB> it in the toaster . ,equal,put ,29401ee7-3d04-4bf7-8d20-0fdfc5233df8,4
